database,schema,view_name,definition
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_ItemMasterExt,"-- ============================================================
-- §B. InventoryHistory_Enh — Master extension views (2 views)
--     Wrap existing ReferenceMaster_Enh.ItemMaster + Warehouse with
--     inventory-specific columns NOT present in the base masters.
--     These views are persisted into InventoryHistory_Enh via GenericLoad
--     (overwrite, monthly) so downstream Silver/Gold can JOIN them.
-- ============================================================

-- ---- InventoryHistory_Enh.v_ItemMasterExt ----
-- Base columns sourced from DimItemMaster (matches ReferenceMaster_Enh.ItemMaster lineage).
-- Extension JOINs:
--   - VendorMaster (Purchasing_AFI) → PrimaryVendorName
--   - ITBEXT (ItemMaster_AFI) → UnavailableFlag (MAX MFPUS='U' per ItemSku)
CREATE VIEW InventoryHistory_Enh.v_ItemMasterExt AS
WITH unavailable AS (
    SELECT
        TRIM(ITNBR) AS ItemSku,
        MAX(CASE WHEN TRIM(MFPUS) = 'U' THEN 1 ELSE 0 END) AS UnavailableFlag
    FROM [Enterprise_Lakehouse].[ItemMaster_AFI].[ITBEXT]
    WHERE ITNBR IS NOT NULL AND TRIM(ITNBR) <> ''
    GROUP BY TRIM(ITNBR)
)
SELECT
    CAST(TRIM(d.ItemSKU)                AS VARCHAR(50))   AS ItemSku,
    CAST(d.ItemDescription              AS VARCHAR(200))  AS ItemDescription,
    CAST(TRIM(d.ItemClassCode)          AS VARCHAR(50))   AS ItemClassCode,
    CAST(d.ItemClassName                AS VARCHAR(100))  AS ItemClassName,
    CAST(d.RetailCategoryName           AS VARCHAR(100))  AS CategoryName,
    CAST(d.RetailCategoryCode           AS VARCHAR(50))   AS CategoryCode,
    CAST(d.CollectiveClass              AS VARCHAR(50))   AS CollectiveClass,
    CAST(d.SeriesNumber                 AS VARCHAR(50))   AS SeriesNumber,
    CAST(d.SeriesName                   AS VARCHAR(100))  AS SeriesName,
    CAST(d.SeriesDescription            AS VARCHAR(200))  AS SeriesDescription,
    CAST(TRIM(d.AFIItemStatus)          AS VARCHAR(10))   AS AfiItemStatus,
    CAST(TRIM(d.PrimaryVendor)          AS VARCHAR(50))   AS PrimaryVendorNumber,
    CAST(v.VendorName                   AS VARCHAR(200))  AS PrimaryVendorName,
    CAST(d.Cubes                        AS DECIMAL(18,4)) AS Cubes,
    CAST(d.FOBArcPrice                  AS DECIMAL(18,4)) AS FobArcPrice,
    CAST(CASE
        WHEN LEFT(TRIM(d.ItemClassCode), 1) = 'Z'
         AND RIGHT(TRIM(d.ItemClassCode), 1) = 'K'
        THEN 1 ELSE 0
    END AS BIT)                                            AS IsFinishedGoodsItem,
    CAST(d.DiscontinuedFlag             AS BIT)            AS DiscontinuedFlag,
    CAST(d.NewItemFlag                  AS BIT)            AS NewItemFlag,
    CAST(d.StatusCodeChangeDate         AS DATE)           AS StatusCodeChangeDate,
    CAST(ISNULL(u.UnavailableFlag, 0)   AS BIT)            AS UnavailableFlag,
    CAST('MasterData_DW+ITBEXT'         AS VARCHAR(64))    AS SourceSystem,
    CAST('DimItemMaster+ITBEXT(MFPUS)'  AS VARCHAR(128))   AS SourceTable
FROM [Enterprise_Lakehouse].[MasterData_DW].[DimItemMaster] d
LEFT JOIN [Enterprise_Lakehouse].[Purchasing_AFI].[VendorMaster] v
       ON TRIM(v.VendorNumber) = TRIM(d.PrimaryVendor)
LEFT JOIN unavailable u
       ON u.ItemSku = TRIM(d.ItemSKU)
WHERE d.ItemSKU IS NOT NULL AND TRIM(d.ItemSKU) <> ''"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_WarehouseExt,"-- ---- InventoryHistory_Enh.v_WarehouseExt ----
-- Base: AshleyWarehouseMaster (Wholesale_Codis_AFI). Extension adds:
--   - IsFinishedGoodsWarehouse + IsManufacturingWarehouse flags
--   - B3 FIX: IsExcludedDirectCustomerRP flag (direct-to-customer / RP exclusion)
--   - IsNetworkInventoryWarehouse flag (matrix v3 extended network)
CREATE VIEW InventoryHistory_Enh.v_WarehouseExt AS
SELECT
    CAST(TRIM(w.wmaWarehouse)                  AS VARCHAR(50))   AS WarehouseCode,
    CAST(TRIM(w.wmaWarehouse)                  AS VARCHAR(50))   AS WarehouseName,
    CAST(w.wmaWarehouseType                    AS VARCHAR(100))  AS WarehouseType,
    CAST(w.wmaWarehouseOrderGroup              AS VARCHAR(50))   AS WarehouseOrderGroup,
    CAST(w.wmaWarehouseSourceId                AS VARCHAR(50))   AS WarehouseSourceId,
    CAST(w.wmaSellableWarehouse                AS BIT)           AS SellableWarehouseFlag,
    CAST(w.wmaControlled                       AS BIT)           AS ControlledFlag,
    CAST(w.wmaWhereMade                        AS VARCHAR(50))   AS WhereMadeCode,
    CAST(w.wmaManufacturingSite                AS VARCHAR(50))   AS ManufacturingSite,
    CAST(TRIM(w.wmaIntransitWarehouse)         AS VARCHAR(50))   AS IntransitWarehouseCode,
    CAST(CASE WHEN TRIM(w.wmaWarehouse) IN ('1','5','15','17','28','335','ECR')
              THEN 1 ELSE 0 END AS BIT)                          AS IsFinishedGoodsWarehouse,
    CAST(CASE WHEN TRIM(w.wmaWarehouse) NOT IN ('1','5','15','17','28','335','ECR')
              THEN 1 ELSE 0 END AS BIT)                          AS IsManufacturingWarehouse,
    -- B3 FIX (2026-05-17): WH exclusion list (direct-to-customer / RP) — from sếp's PurchaseOrderSnapshot query
    CAST(CASE WHEN TRIM(w.wmaWarehouse) IN ('C','CNW','AF','IOR','C35','55','MAX')
              THEN 1 ELSE 0 END AS BIT)                          AS IsExcludedDirectCustomerRP,
    -- Extended network list (matrix v3 alt)
    CAST(CASE WHEN TRIM(w.wmaWarehouse) IN ('1','5','15','17','28','42','ECR','3','12','16','19')
              THEN 1 ELSE 0 END AS BIT)                          AS IsNetworkInventoryWarehouse,
    CAST(NULL                                  AS DECIMAL(18,4)) AS TotalAvailableWarehouseCube,
    CAST('Wholesale_Codis_AFI'                 AS VARCHAR(64))   AS SourceSystem,
    CAST('AshleyWarehouseMaster'               AS VARCHAR(128))  AS SourceTable
FROM [Enterprise_Lakehouse].[Wholesale_Codis_AFI].[AshleyWarehouseMaster] w
WHERE w.wmaWarehouse IS NOT NULL AND TRIM(w.wmaWarehouse) <> ''"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_CostCurrent,"-- ============================================================
-- §C. InventoryHistory_Enh — Tier 1 base tables (12 views)
-- ============================================================

-- ---- InventoryHistory_Enh.v_CostCurrent ----
-- ITMRVA dedupe (STID+ITNBR, STID='000'). Pick latest by ITRV DESC.
CREATE VIEW InventoryHistory_Enh.v_CostCurrent AS
WITH ranked AS (
    SELECT
        TRIM(ITNBR)                          AS ItemSku,
        TRIM(STID)                           AS CostId,
        CAST(UCDEF AS DECIMAL(18,4))         AS StandardCost,
        CAST(ITRV  AS VARCHAR(20))           AS ItemRevision,
        ROW_NUMBER() OVER (
            PARTITION BY TRIM(STID), TRIM(ITNBR)
            ORDER BY ITRV DESC
        ) AS rn
    FROM [Enterprise_Lakehouse].[ItemMaster_AFI].[ITMRVA]
    WHERE STID IS NOT NULL AND ITNBR IS NOT NULL
      AND TRIM(STID)  = '000'
      AND TRIM(ITNBR) <> ''
)
SELECT
    CAST(ItemSku       AS VARCHAR(50))    AS ItemSku,
    CAST(CostId        AS VARCHAR(10))    AS CostId,
    CAST(StandardCost  AS DECIMAL(18,4))  AS StandardCost,
    CAST(ItemRevision  AS VARCHAR(20))    AS ItemRevision,
    CAST('ItemMaster_AFI'     AS VARCHAR(64))   AS SourceSystem,
    CAST('ITMRVA(STID=000)'   AS VARCHAR(128))  AS SourceTable
FROM ranked
WHERE rn = 1"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_InventoryCurrent,"-- ---- InventoryHistory_Enh.v_InventoryCurrent ----
-- ITEMBL on-hand snapshot. Daily reload via datekey load_type (registry).
-- H3 FIX (2026-05-17): FG-only filter (ItemClassCode like Z%K) — 99.98% match vs 32% w/o
-- B3 FIX (2026-05-17): exclude direct-to-customer/RP warehouses
-- BLOCKED: Enterprise_Lakehouse.ItemMaster_AFI.ITEMBL needs full DE US load — flag in registry is_active=0 initially.
CREATE VIEW InventoryHistory_Enh.v_InventoryCurrent AS
SELECT
    CAST(TRIM(b.ITNBR)              AS VARCHAR(50))   AS ItemSku,
    CAST(TRIM(b.HOUSE)              AS VARCHAR(50))   AS WarehouseCode,
    CAST(b.MOHTQ                    AS DECIMAL(18,4)) AS OnHandQty,
    CAST(TRIM(b.ITCLS)              AS VARCHAR(50))   AS ItemClassCode,
    CAST(CAST(SYSUTCDATETIME() AS DATE) AS DATE)      AS SnapshotDate,
    CAST('ItemMaster_AFI'           AS VARCHAR(64))   AS SourceSystem,
    CAST('ITEMBL'                   AS VARCHAR(128))  AS SourceTable
FROM [Enterprise_Lakehouse].[ItemMaster_AFI].[ITEMBL] b
WHERE b.ITNBR IS NOT NULL AND b.HOUSE IS NOT NULL
  AND TRIM(b.ITNBR) <> '' AND TRIM(b.HOUSE) <> ''
  -- H3 FIX: FG-only per BRD §6.5 / sheet R21
  AND LEFT(TRIM(b.ITCLS), 1) = 'Z'
  AND RIGHT(TRIM(b.ITCLS), 1) = 'K'
  -- B3 FIX: WH exclusion list (direct-to-customer / RP)
  AND TRIM(b.HOUSE) NOT IN ('C','CNW','AF','IOR','C35','55','MAX')"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_SupplyPlan,"-- ---- InventoryHistory_Enh.v_SupplyPlan ----
CREATE VIEW InventoryHistory_Enh.v_SupplyPlan AS
SELECT
    CAST(TRIM(spdItem)                              AS VARCHAR(50))   AS ItemSku,
    CAST(TRIM(spdWarehouse)                         AS VARCHAR(50))   AS WarehouseCode,
    CAST(dtea                                       AS DATE)          AS SnapshotDate,
    CAST(spdWeekEnding                              AS DATE)          AS WeekEndingDate,
    CAST(spdBeginingBalance                         AS DECIMAL(18,4)) AS BeginningBalanceQty,
    CAST(spdFirmDemands                             AS DECIMAL(18,4)) AS FirmDemandQty,
    CAST(spdNetForecast                             AS DECIMAL(18,4)) AS NetForecastQty,
    CAST(spdFirmPurchaseOrders                      AS DECIMAL(18,4)) AS FirmPurchaseOrderQty,
    CAST(spdPlannedPurchaseOrders                   AS DECIMAL(18,4)) AS PlannedPurchaseOrderQty,
    CAST(spdOnOrderTransferIn                       AS DECIMAL(18,4)) AS OnOrderTransferInQty,
    CAST(spdShippableInventory                      AS DECIMAL(18,4)) AS ShippableInventoryQty,
    CAST(spdSafetyStock                             AS DECIMAL(18,4)) AS SafetyStockTargetQty,
    CAST(spdMonthsOfSupply                          AS DECIMAL(18,4)) AS MonthsOfSupply,
    CAST(CASE WHEN spdShippableInventory < 0
              THEN ABS(CAST(spdShippableInventory AS DECIMAL(18,4)))
              ELSE 0 END                            AS DECIMAL(18,4)) AS SINegQty,
    CAST('Wholesale_DemandPlanning_AFI'  AS VARCHAR(64))  AS SourceSystem,
    CAST('SupplyPlanDetail'              AS VARCHAR(128)) AS SourceTable
FROM [Enterprise_Lakehouse].[Wholesale_DemandPlanning_AFI].[SupplyPlanDetail]
WHERE spdItem IS NOT NULL AND spdWarehouse IS NOT NULL
  AND TRIM(spdItem) <> '' AND TRIM(spdWarehouse) <> ''"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_SalesShipment,"-- ---- InventoryHistory_Enh.v_SalesShipment ----
-- v10 incremental on InvoiceDate (watermark managed by Meta.usp_GenericLoad).
-- View body does NOT filter watermark — GenericLoad appends WHERE InvoiceDate > last_wm at runtime.
CREATE VIEW InventoryHistory_Enh.v_SalesShipment AS
SELECT
    CAST(InvoiceNumber              AS DECIMAL(18,0)) AS InvoiceNumber,
    CAST(ItemSequence               AS DECIMAL(18,0)) AS ItemSequence,
    CAST(TRIM(ItemSKU)              AS VARCHAR(50))   AS ItemSku,
    CAST(TRIM(Warehouse)            AS VARCHAR(50))   AS WarehouseCode,
    CAST(InvoiceDate                AS DATE)          AS InvoiceDate,
    CAST(OrderDate                  AS DATE)          AS OrderDate,
    CAST(QuantityShipped            AS DECIMAL(18,4)) AS QuantityShipped,
    CAST(QuantityOrdered            AS DECIMAL(18,4)) AS QuantityOrdered,
    CAST(Price                      AS DECIMAL(18,4)) AS Price,
    CAST('SalesHistory_AFI'  AS VARCHAR(64))  AS SourceSystem,
    CAST('InvoiceDetail'     AS VARCHAR(128)) AS SourceTable
FROM [Enterprise_Lakehouse].[SalesHistory_AFI].[InvoiceDetail]
WHERE ItemSKU IS NOT NULL AND Warehouse IS NOT NULL
  AND TRIM(ItemSKU) <> '' AND TRIM(Warehouse) <> ''"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_PurchaseOrder,"-- ---- InventoryHistory_Enh.v_PurchaseOrder ----
-- B1 FIX (2026-05-17): switched source SupplyChain.dbo.podetail_v2 → Enterprise.PoDetail (21.95M rows).
-- B1.2 FIX (2026-05-19): Dhivya loaded Enterprise.PoMaster (5.69M rows, 75 cols) — switched LEFT JOIN from SC_LH.dbo.pomaster → Enterprise.PoMaster. SC_LH.dbo.pomaster legacy path can be deprecated.
-- B3 FIX: WH exclusion list applied.
-- DEDUPE: PoDetail has 1 verified true-dup pair (Key 'P0SM242'|'612908'|1 — all 53 cols identical); ROW_NUMBER drops safely.
CREATE VIEW InventoryHistory_Enh.v_PurchaseOrder AS
WITH ranked AS (
    SELECT
        TRIM(podordernum)                          AS PoNumber,
        CAST(poditemsequence AS INT)               AS PoLine,
        TRIM(podvendornum)                         AS VendorNumber,
        TRIM(poditemnum)                           AS ItemSku,
        TRIM(podwarehouse)                         AS WarehouseCode,
        CAST(podstatuscode  AS VARCHAR(10))        AS StatusCode,
        CAST(podstockqty    AS DECIMAL(18,4))      AS StockQty,
        CAST(podqtyordered  AS DECIMAL(18,4))      AS OrderedQty,
        CAST(podIntransitQty AS DECIMAL(18,4))     AS InTransitQtySource,
        CAST(podduedate     AS DATE)               AS DueDate,
        ROW_NUMBER() OVER (
            PARTITION BY TRIM(podordernum), TRIM(podvendornum), poditemsequence
            ORDER BY podduedate DESC
        ) AS rn
    FROM [Enterprise_Lakehouse].[Wholesale_ProductSourcing_AFI].[PoDetail]  -- B1 FIX: Enterprise (was SC.podetail_v2)
    WHERE poditemnum IS NOT NULL AND podwarehouse IS NOT NULL
      AND TRIM(poditemnum) <> '' AND TRIM(podwarehouse) <> ''
      -- B3 FIX: WH exclusion list
      AND TRIM(podwarehouse) NOT IN ('C','CNW','AF','IOR','C35','55','MAX')
)
SELECT
    CAST(r.PoNumber             AS VARCHAR(50))   AS PoNumber,
    CAST(r.PoLine               AS INT)           AS PoLine,
    CAST(r.VendorNumber         AS VARCHAR(50))   AS VendorNumber,
    CAST(r.ItemSku              AS VARCHAR(50))   AS ItemSku,
    CAST(r.WarehouseCode        AS VARCHAR(50))   AS WarehouseCode,
    CAST(r.StatusCode           AS VARCHAR(10))   AS StatusCode,
    CAST(r.StockQty             AS DECIMAL(18,4)) AS StockQty,
    CAST(r.OrderedQty           AS DECIMAL(18,4)) AS OrderedQty,
    CAST(r.InTransitQtySource   AS DECIMAL(18,4)) AS InTransitQtySource,
    CAST(r.DueDate              AS DATE)          AS DueDate,
    CAST(CASE WHEN r.StatusCode = '10' THEN r.StockQty           ELSE 0 END AS DECIMAL(18,4)) AS POOnOrderQty,
    CAST(CASE WHEN r.StatusCode = '20' THEN r.InTransitQtySource ELSE 0 END AS DECIMAL(18,4)) AS POInTransitQty,
    CAST(CASE WHEN TRY_CAST(r.StatusCode AS INT) < 50 THEN r.StockQty ELSE 0 END AS DECIMAL(18,4)) AS TotalOpenPOQty,
    CAST(h.pometa            AS DATE)             AS EstimatedArrivalDate,
    CAST(h.pometd            AS DATE)             AS EstimatedDepartureDate,
    CAST(h.pomdue            AS DATE)             AS PromisedReceiptDate,
    CAST(h.pomcontainer      AS VARCHAR(50))      AS ContainerNumber,
    CAST(h.pomtotalcubes     AS DECIMAL(18,4))    AS TotalCubes,
    CAST('Enterprise_Lakehouse'                  AS VARCHAR(64))  AS SourceSystem,
    CAST('PoDetail+PoMaster (both Enterprise)'   AS VARCHAR(128)) AS SourceTable
FROM ranked r
-- B1.2 FIX 2026-05-19: switched from SC_LH.dbo.pomaster → Enterprise.PoMaster after Dhivya load
LEFT JOIN [Enterprise_Lakehouse].[Wholesale_ProductSourcing_AFI].[PoMaster] h
       ON TRIM(h.pomordernum)  = r.PoNumber
      AND TRIM(h.pomvendornum) = r.VendorNumber
WHERE r.rn = 1"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_ManufacturingOrder,"-- ---- InventoryHistory_Enh.v_ManufacturingOrder ----
-- L3 (deferred): OSTAT firm list ('10','40','45') needs Robert sign-off.
CREATE VIEW InventoryHistory_Enh.v_ManufacturingOrder AS
SELECT
    CAST(TRIM(ORDNO)                  AS VARCHAR(50))    AS MoNumber,
    CAST(TRIM(FITEM)                  AS VARCHAR(50))    AS ItemSku,
    CAST(TRIM(FITWH)                  AS VARCHAR(50))    AS WarehouseCode,
    CAST(TRIM(OSTAT)                  AS VARCHAR(10))    AS StatusCode,
    CAST(ORQTY                        AS DECIMAL(18,4))  AS OrderQty,
    CAST(QTYRC                        AS DECIMAL(18,4))  AS ReceivedQty,
    -- L3 PENDING: firm OSTAT list ('10','40','45') awaiting Robert sign-off
    CAST(CASE WHEN TRIM(OSTAT) IN ('10', '40', '45')
              THEN CAST(ORQTY - QTYRC AS DECIMAL(18,4))
              ELSE 0
         END                          AS DECIMAL(18,4))  AS MOOnOrderQty,
    CAST(ODUDT                        AS INT)            AS DueDateKey,
    CAST('Manufacturing_ProductionPlanning_AFI'  AS VARCHAR(64))  AS SourceSystem,
    CAST('MOMAST'                                AS VARCHAR(128)) AS SourceTable
FROM [Enterprise_Lakehouse].[Manufacturing_ProductionPlanning_AFI].[MOMAST]
WHERE FITEM IS NOT NULL AND FITWH IS NOT NULL
  AND TRIM(FITEM) <> '' AND TRIM(FITWH) <> ''"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_LogilityItemStatus,"-- ---- InventoryHistory_Enh.v_LogilityItemStatus ----
-- A3 RESOLVED 2026-05-19: Dhivya promoted to Enterprise.SupplyChain_Enh.DemandFulfillmentCommonContainer_Logility (38.36M rows, 53 cols, types match SC_LH).
-- D1 FIX 2026-05-19: source has 9,128 GRAIN-CONFLICT groups (NOT true dups) at (Item,Whse,WeekEnding) — 47/53 cols identical, 6 metrics differ.
--   Pattern: 1 row has actual data, 1 row has zero-placeholder metrics. StatusChngDate IDENTICAL across dup group → old ORDER BY was non-deterministic.
--   New ORDER BY: prefer row where ShippableInvQty/FirmDemand/OnHandQty are non-zero (data-bearing); fallback to StatusChngDate then OnHandAmt.
--   Root cause unfixable upstream (DE confirmed Slack 2026-05-09); v10 deterministic at-query-time dedupe.
CREATE VIEW InventoryHistory_Enh.v_LogilityItemStatus AS
WITH ranked AS (
    SELECT
        TRIM(Item)                            AS ItemSku,
        TRIM(Whse)                            AS WarehouseCode,
        CAST(WeekEnding AS DATE)              AS WeekEndingDate,
        TRIM(ItemStatus)                      AS ItemStatus,
        TRIM(FutureStatus)                    AS FutureStatus,
        CAST(StatusChngDate AS DATE)          AS StatusChangeDate,
        CAST(OnHandQty AS DECIMAL(18,4))      AS OnHandQty,
        CAST(SafetyStockQty AS DECIMAL(18,4)) AS SafetyStockQty,
        CAST(ShippableInvQty AS DECIMAL(18,4)) AS ShippableInvQty,
        CAST(MosofSupply AS DECIMAL(18,4))    AS MonthsOfSupply,
        CAST(Price AS DECIMAL(18,4))          AS Price,
        TRIM(ItemClass)                       AS ItemClass,
        TRIM(Vendor)                          AS Vendor,
        TRIM(HoldBuy)                         AS HoldBuyCode,
        ROW_NUMBER() OVER (
            PARTITION BY TRIM(Item), TRIM(Whse), CAST(WeekEnding AS DATE)
            ORDER BY
                -- D1 FIX 2026-05-19 (v2): identify placeholder rows by demand-side metrics ONLY.
                -- OnHandQty đã EXCLUDED khỏi CASE vì là identity-attribute (luôn ≠ 0 trên cả 2 row dup, không phân biệt được).
                -- Verified pattern: 74.3% (6,786/9,128) groups có 1 data-row + 1 placeholder zero-row;
                --                   19.6% (1,791) both zero (drop any); 6.0% (551) both have data (tiebreaker = OnHandAmt).
                CASE WHEN COALESCE(ShippableInvQty,0) = 0
                      AND COALESCE(FirmDemand,0) = 0 THEN 1 ELSE 0 END ASC,
                StatusChngDate DESC,                       -- legacy tiebreaker (usually identical within group)
                COALESCE(OnHandAmt,0) DESC,                -- for ""both have data"" 6% case — pick higher inventory value
                CAST(FileDate AS DATETIME2) DESC           -- absolute last resort
        ) AS rn
    FROM [Enterprise_Lakehouse].[SupplyChain_Enh].[DemandFulfillmentCommonContainer_Logility]  -- A3 FIX 2026-05-19: was SC_LH.dbo.logility_demandfulfillment
    WHERE Item IS NOT NULL AND Whse IS NOT NULL
      AND TRIM(Item) <> '' AND TRIM(Whse) <> ''
)
SELECT
    CAST(ItemSku           AS VARCHAR(50))   AS ItemSku,
    CAST(WarehouseCode     AS VARCHAR(50))   AS WarehouseCode,
    CAST(WeekEndingDate    AS DATE)          AS WeekEndingDate,
    CAST(ItemStatus        AS VARCHAR(20))   AS ItemStatus,
    CAST(FutureStatus      AS VARCHAR(20))   AS FutureStatus,
    CAST(StatusChangeDate  AS DATE)          AS StatusChangeDate,
    CAST(OnHandQty         AS DECIMAL(18,4)) AS OnHandQty,
    CAST(SafetyStockQty    AS DECIMAL(18,4)) AS SafetyStockQty,
    CAST(ShippableInvQty   AS DECIMAL(18,4)) AS ShippableInvQty,
    CAST(MonthsOfSupply    AS DECIMAL(18,4)) AS MonthsOfSupply,
    CAST(Price             AS DECIMAL(18,4)) AS Price,
    CAST(ItemClass         AS VARCHAR(50))   AS ItemClass,
    CAST(Vendor            AS VARCHAR(50))   AS Vendor,
    CAST(HoldBuyCode       AS VARCHAR(10))   AS HoldBuyCode,
    CAST(1                 AS BIT)           AS IsCertified,
    CAST('Enterprise_Lakehouse'        AS VARCHAR(64))  AS SourceSystem,
    CAST('SupplyChain_Enh.DemandFulfillmentCommonContainer_Logility'   AS VARCHAR(128)) AS SourceTable
FROM ranked WHERE rn = 1"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_HoldingTransfer,"-- ---- InventoryHistory_Enh.v_HoldingTransfer ----
-- TFRDTL + TFRHDR. Same-warehouse holding transfers, not cancelled.
CREATE VIEW InventoryHistory_Enh.v_HoldingTransfer AS
WITH ranked AS (
    SELECT
        TRIM(d.DTFRNO)                       AS TransferNumber,
        TRIM(d.DITNBR)                       AS ItemSku,
        TRIM(h.HFHOUS)                       AS WarehouseCode,
        CAST(d.DTFRQT AS DECIMAL(18,4))      AS TransferQty,
        CAST(d.DSHPQT AS DECIMAL(18,4))      AS ShippedQty,
        CAST(d.DCUBES AS DECIMAL(18,4))      AS TransferCube,
        TRIM(h.HSTATS)                       AS HeaderStatus,
        TRIM(h.HCANCL)                       AS CancelFlag,
        CAST(h.HSHDTE AS INT)                AS ShipDateKey,
        CAST(h.HDLDTE AS INT)                AS DueDateKey,
        ROW_NUMBER() OVER (
            PARTITION BY TRIM(d.DTFRNO), TRIM(d.DITNBR)
            ORDER BY h.HDLDTE DESC
        ) AS rn
    FROM [Enterprise_Lakehouse].[Manufacturing_Inventory_AFI].[TFRDTL] d
    JOIN [Enterprise_Lakehouse].[Manufacturing_Inventory_AFI].[TFRHDR] h
         ON TRIM(d.DTFRNO) = TRIM(h.HTFRNO)
    WHERE TRIM(h.HFHOUS) = TRIM(h.HTHOUS)
      AND TRIM(h.HCANCL) = 'N'
      AND d.DITNBR IS NOT NULL AND h.HFHOUS IS NOT NULL
      AND TRIM(d.DITNBR) <> '' AND TRIM(h.HFHOUS) <> ''
)
SELECT
    CAST(TransferNumber  AS VARCHAR(50))   AS TransferNumber,
    CAST(ItemSku         AS VARCHAR(50))   AS ItemSku,
    CAST(WarehouseCode   AS VARCHAR(50))   AS WarehouseCode,
    CAST(TransferQty     AS DECIMAL(18,4)) AS TransferQty,
    CAST(ShippedQty      AS DECIMAL(18,4)) AS ShippedQty,
    CAST(TransferCube    AS DECIMAL(18,4)) AS TransferCube,
    CAST(HeaderStatus    AS VARCHAR(10))   AS HeaderStatus,
    CAST(CancelFlag      AS VARCHAR(5))    AS CancelFlag,
    CAST(ShipDateKey     AS INT)           AS ShipDateKey,
    CAST(DueDateKey      AS INT)           AS DueDateKey,
    CAST('Manufacturing_Inventory_AFI'  AS VARCHAR(64))  AS SourceSystem,
    CAST('TFRDTL+TFRHDR'                AS VARCHAR(128)) AS SourceTable
FROM ranked WHERE rn = 1"
SupplyChain_Processing_Warehouse,InventoryHistory_Enh,v_AtpWeekEnding,"-- ---- InventoryHistory_Enh.v_AtpWeekEnding ----
-- H2 FIX (2026-05-17): UNPIVOT only APAT01-43 (APWK columns don't exist as series).
-- Derive WeekEndingDate = BaseWeekEnding (APWK01) + (WeekNumber - 1) weeks.
CREATE VIEW InventoryHistory_Enh.v_AtpWeekEnding AS
WITH base AS (
    SELECT
        TRIM(APITNB)                                                  AS ItemSku,
        TRIM(APHOUS)                                                  AS WarehouseCode,
        TRY_CAST(CAST(CAST(APWK01 AS BIGINT) AS VARCHAR(8)) AS DATE)  AS BaseWeekEndingDate
    FROM [Enterprise_Lakehouse].[Wholesale_Purchasing_AFI].[ATPSUM]
    WHERE APITNB IS NOT NULL AND APHOUS IS NOT NULL
      AND TRIM(APITNB) <> '' AND TRIM(APHOUS) <> ''
),
unpiv AS (
    SELECT
        TRIM(APITNB)                          AS ItemSku,
        TRIM(APHOUS)                          AS WarehouseCode,
        CAST(REPLACE(WeekCol, 'APAT', '') AS INT) AS WeekNumber,
        CAST(AtpQty AS DECIMAL(18,4))         AS AtpQty
    FROM [Enterprise_Lakehouse].[Wholesale_Purchasing_AFI].[ATPSUM]
    UNPIVOT (AtpQty FOR WeekCol IN (
        APAT01,APAT02,APAT03,APAT04,APAT05,APAT06,APAT07,APAT08,APAT09,APAT10,
        APAT11,APAT12,APAT13,APAT14,APAT15,APAT16,APAT17,APAT18,APAT19,APAT20,
        APAT21,APAT22,APAT23,APAT24,APAT25,APAT26,APAT27,APAT28,APAT29,APAT30,
        APAT31,APAT32,APAT33,APAT34,APAT35,APAT36,APAT37,APAT38,APAT39,APAT40,
        APAT41,APAT42,APAT43
    )) u
)
SELECT
    CAST(u.ItemSku        AS VARCHAR(50))   AS ItemSku,
    CAST(u.WarehouseCode  AS VARCHAR(50))   AS WarehouseCode,
    CAST(u.WeekNumber     AS INT)           AS WeekNumber,
    CAST(DATEADD(week, u.WeekNumber - 1, b.BaseWeekEndingDate) AS DATE) AS WeekEndingDate,
    CAST(u.AtpQty         AS DECIMAL(18,4)) AS AtpQty,
    CAST('Wholesale_Purchasing_AFI'    AS VARCHAR(64))  AS SourceSystem,
    CAST('ATPSUM(UNPIVOT APAT01-43)'   AS VARCHAR(128)) AS SourceTable
FROM unpiv u
JOIN base b ON b.ItemSku = u.ItemSku AND b.WarehouseCode = u.WarehouseCode
WHERE b.BaseWeekEndingDate IS NOT NULL"
