lineage_id,source_schema,source_table,target_schema,target_table,relationship_type,sp_name
36,Enterprise_Lakehouse,Wholesale_ProductSourcing_AFI.CustomerGrouping,bronze,ref_customer_grouping,direct,meta.usp_generic_load
37,Enterprise_Lakehouse,Wholesale_ProductSourcing_AFI.CustomerGrouping,bronze,ref_customer_account_group,direct,meta.usp_generic_load
38,unknown,manual,bronze,ref_forecast_horizon,direct,meta.usp_generic_load
39,silver,slv_actual_demand_monthly,gold,gld_fact_forecast_kpi,direct,meta.usp_generic_load
40,silver,slv_actual_demand_monthly,silver,slv_naive_forecast_monthly,direct,meta.usp_generic_load
41,silver,slv_actual_demand_monthly,gold,gld_fact_flat_forecast_actual,direct,meta.usp_generic_load
42,silver,slv_forecast_demand_monthly,gold,gld_fact_forecast_kpi,direct,meta.usp_generic_load
43,silver,slv_forecast_demand_monthly,gold,gld_fact_flat_forecast_actual,direct,meta.usp_generic_load
44,silver,slv_invoice_detail_line_level,silver,slv_invoice_weekly,direct,meta.usp_generic_load
45,silver,slv_invoice_detail_line_level,silver,slv_actual_demand_monthly,direct,meta.usp_generic_load
46,silver,slv_invoice_detail_line_level,silver,slv_actual_demand_weekly,direct,meta.usp_generic_load
47,silver,slv_naive_forecast_monthly,gold,gld_fact_forecast_kpi,direct,meta.usp_generic_load
48,silver,slv_naive_forecast_monthly,gold,gld_fact_flat_forecast_actual,direct,meta.usp_generic_load
49,silver,slv_open_order_line_level,silver,slv_actual_demand_monthly,direct,meta.usp_generic_load
50,silver,slv_open_order_line_level,silver,slv_actual_demand_weekly,direct,meta.usp_generic_load
51,silver,slv_open_order_line_level,silver,slv_open_order_monthly,direct,meta.usp_generic_load
52,SupplyChain_Lakehouse,dbo.ref_forecast_cycle,bronze,ref_forecast_cycle,direct,meta.usp_generic_load
